id,value
1356,ship
1357,frog
1358,airplane
1359,dog
1360,truck
1361,dog
1362,truck
1363,horse
1364,truck
1365,airplane
1366,truck
1367,airplane
1368,horse
1369,deer
1370,bird
1371,automobile
1372,bird
1373,airplane
1374,bird
1375,dog
1376,frog
1377,airplane
1378,cat
1379,horse
1380,automobile
1381,truck
1382,airplane
1383,automobile
1384,ship
1385,frog
1386,airplane
1387,horse
1388,bird
1389,frog
1390,dog
1391,airplane
1392,ship
1393,deer
1394,airplane
1395,truck
1396,horse
1397,airplane
1398,horse
1399,bird
1400,ship
1401,truck
1402,truck
1403,dog
1404,automobile
1405,bird
1406,bird
1407,horse
1408,deer
1409,dog
1410,airplane
1411,deer
1412,frog
1413,bird
1414,truck
1415,automobile
1416,horse
1417,dog
1418,automobile
1419,cat
1420,dog
1421,airplane
1422,automobile
1423,bird
1424,airplane
1425,airplane
1426,truck
1427,airplane
1428,deer
1429,horse
1430,dog
1431,dog
1432,horse
1433,airplane
1434,cat
1435,truck
1436,horse
1437,truck
1438,dog
1439,cat
1440,dog
1441,horse
1442,horse
1443,horse
1444,horse
1445,deer
1446,bird
1447,dog
1448,frog
1449,ship
1450,ship
1451,horse
1452,ship
1453,dog
1454,bird
1455,truck
1456,deer
1457,truck
1458,horse
1459,truck
1460,truck
1461,airplane
1462,automobile
1463,frog
1464,bird
1465,automobile
1466,frog
1467,dog
1468,frog
1469,deer
1470,dog
1471,deer
1472,frog
1473,dog
1474,automobile
1475,horse
1476,truck
1477,horse
1478,frog
1479,truck
1480,frog
1481,airplane
1482,deer
1483,airplane
1484,deer
1485,horse
1486,deer
1487,frog
1488,ship
1489,truck
1490,deer
1491,airplane
1492,ship
1493,bird
1494,bird
1495,ship
1496,automobile
1497,airplane
1498,deer
1499,ship
1500,airplane
1501,ship
1502,frog
1503,deer
1504,deer
1505,frog
1506,dog
1507,airplane
1508,ship
1509,frog
1510,deer
1511,horse
1512,bird
1513,frog
1514,frog
1515,deer
1516,deer
1517,dog
1518,horse
1519,bird
1520,automobile
1521,frog
1522,automobile
1523,frog
1524,truck
1525,deer
1526,truck
1527,horse
1528,frog
1529,airplane
1530,frog
1531,frog
1532,horse
1533,truck
1534,cat
1535,truck
1536,dog
1537,dog
1538,ship
1539,ship
1540,cat
1541,cat
1542,dog
1543,automobile
1544,ship
1545,bird
1546,deer
1547,airplane
1548,frog
1549,bird
1550,bird
1551,cat
1552,frog
1553,bird
1554,bird
1555,horse
1556,deer
1557,automobile
1558,bird
1559,deer
1560,cat
1561,airplane
1562,cat
1563,airplane
1564,horse
1565,ship
1566,cat
1567,bird
1568,horse
1569,airplane
1570,frog
1571,deer
1572,airplane
1573,truck
1574,ship
1575,truck
1576,automobile
1577,frog
1578,bird
1579,bird
1580,horse
1581,deer
1582,airplane
1583,airplane
1584,dog
1585,frog
1586,dog
1587,frog
1588,deer
1589,truck
1590,frog
1591,truck
1592,automobile
1593,bird
1594,automobile
1595,truck
1596,dog
1597,horse
1598,horse
1599,airplane
1600,deer
1601,cat
1602,dog
1603,cat
1604,horse
1605,truck
1606,truck
1607,airplane
1608,truck
1609,deer
1610,dog
1611,deer
1612,truck
1613,horse
1614,deer
1615,truck
1616,airplane
1617,horse
1618,ship
1619,dog
1620,truck
1621,automobile
1622,bird
1623,horse
1624,automobile
1625,airplane
1626,truck
1627,truck
1628,frog
1629,cat
1630,ship
1631,ship
1632,airplane
1633,truck
1634,automobile
1635,dog
1636,truck
1637,truck
1638,truck
1639,cat
1640,ship
1641,frog
1642,dog
1643,frog
1644,automobile
1645,bird
1646,cat
1647,truck
1648,deer
1649,bird
1650,automobile
1651,bird
1652,deer
1653,frog
1654,cat
1655,frog
1656,bird
1657,cat
1658,automobile
1659,frog
1660,horse
1661,deer
1662,automobile
1663,truck
1664,truck
1665,airplane
1666,frog
1667,ship
1668,truck
1669,dog
1670,deer
1671,ship
1672,dog
1673,automobile
1674,airplane
1675,frog
1676,airplane
1677,automobile
1678,deer
1679,deer
1680,airplane
1681,bird
1682,deer
1683,deer
1684,ship
1685,dog
1686,automobile
1687,frog
1688,ship
1689,cat
1690,airplane
1691,frog
1692,bird
1693,truck
1694,horse
1695,horse
1696,dog
1697,airplane
1698,truck
1699,frog
1700,bird
1701,ship
1702,bird
1703,bird
1704,frog
1705,dog
1706,ship
1707,ship
1708,deer
1709,airplane
1710,deer
1711,automobile
1712,bird
1713,airplane
1714,ship
1715,truck
1716,truck
1717,automobile
1718,airplane
1719,cat
1720,deer
1721,frog
1722,ship
1723,frog
1724,airplane
1725,truck
1726,dog
1727,truck
1728,airplane
1729,automobile
1730,frog
1731,ship
1732,ship
1733,deer
1734,horse
1735,ship
1736,dog
1737,truck
1738,truck
1739,cat
1740,automobile
1741,frog
1742,frog
1743,dog
1744,truck
1745,truck
1746,truck
1747,frog
1748,automobile
1749,horse
1750,automobile
1751,frog
1752,deer
1753,horse
1754,dog
1755,frog
1756,automobile
1757,ship
1758,dog
1759,truck
1760,truck
1761,bird
1762,dog
1763,deer
1764,deer
1765,frog
1766,truck
1767,airplane
1768,ship
1769,deer
1770,bird
1771,deer
1772,bird
1773,truck
1774,frog
1775,bird
1776,dog
1777,airplane
1778,cat
1779,frog
1780,dog
1781,bird
1782,bird
1783,bird
1784,frog
1785,dog
1786,frog
1787,automobile
1788,horse
1789,deer
1790,automobile
1791,horse
1792,automobile
1793,ship
1794,dog
1795,cat
1796,horse
1797,bird
1798,ship
1799,cat
1800,deer
1801,truck
1802,horse
1803,deer
1804,horse
1805,truck
1806,truck
1807,cat
1808,automobile
1809,bird
1810,automobile
1811,dog
1812,automobile
1813,horse
1814,ship
1815,horse
1816,dog
1817,horse
1818,deer
1819,frog
1820,airplane
1821,truck
1822,frog
1823,ship
1824,airplane
1825,horse
1826,dog
1827,truck
1828,frog
1829,deer
1830,airplane
1831,airplane
1832,dog
1833,airplane
1834,dog
1835,ship
1836,frog
1837,frog
1838,airplane
1839,deer
1840,dog
1841,frog
1842,deer
1843,airplane
1844,automobile
1845,airplane
1846,cat
1847,ship
1848,truck
1849,bird
1850,deer
1851,ship
1852,frog
1853,airplane
1854,airplane
1855,frog
1856,frog
1857,bird
1858,automobile
1859,horse
1860,airplane
1861,deer
1862,horse
1863,deer
1864,ship
1865,ship
1866,bird
1867,automobile
1868,truck
1869,truck
1870,ship
1871,horse
1872,deer
1873,truck
1874,dog
1875,ship
1876,cat
1877,bird
1878,airplane
1879,airplane
1880,airplane
1881,truck
1882,ship
1883,ship
1884,frog
1885,ship
1886,frog
1887,frog
1888,airplane
1889,truck
1890,truck
1891,dog
1892,airplane
1893,ship
1894,horse
1895,horse
1896,horse
1897,bird
1898,ship
1899,bird
1900,airplane
1901,automobile
1902,bird
1903,ship
1904,horse
1905,horse
1906,truck
1907,ship
1908,deer
1909,dog
1910,airplane
1911,automobile
1912,deer
1913,cat
1914,deer
1915,frog
1916,deer
1917,automobile
1918,ship
1919,frog
1920,ship
1921,bird
1922,truck
1923,automobile
1924,truck
1925,ship
1926,automobile
1927,ship
1928,ship
1929,deer
1930,truck
1931,horse
1932,airplane
1933,automobile
1934,horse
1935,frog
1936,frog
1937,bird
1938,truck
1939,ship
1940,cat
1941,airplane
1942,airplane
1943,deer
1944,deer
1945,deer
1946,ship
1947,horse
1948,ship
1949,airplane
1950,airplane
1951,truck
1952,frog
1953,ship
1954,ship
1955,airplane
1956,ship
1957,truck
1958,automobile
1959,deer
1960,dog
1961,horse
1962,frog
1963,ship
1964,frog
1965,bird
1966,ship
1967,airplane
1968,ship
1969,truck
1970,ship
1971,dog
1972,bird
1973,truck
1974,frog
1975,frog
1976,ship
1977,truck
1978,dog
1979,dog
1980,bird
1981,automobile
1982,horse
1983,deer
1984,truck
1985,frog
1986,dog
1987,airplane
1988,deer
1989,horse
1990,bird
1991,dog
1992,frog
1993,deer
1994,deer
1995,truck
1996,frog
1997,automobile
1998,dog
1999,automobile
2000,frog
2001,frog
2002,ship
2003,truck
2004,dog
2005,automobile
2006,horse
2007,horse
2008,frog
2009,truck
2010,ship
2011,truck
2012,dog
2013,bird
2014,truck
2015,horse
2016,ship
2017,dog
2018,automobile
2019,deer
2020,bird
2021,ship
2022,truck
2023,deer
2024,ship
2025,truck
2026,ship
2027,horse
2028,bird
2029,cat
2030,deer
2031,ship
2032,bird
2033,airplane
2034,horse
2035,frog
2036,cat
2037,frog
2038,bird
2039,airplane
2040,frog
2041,airplane
2042,airplane
2043,bird
2044,airplane
2045,automobile
2046,truck
2047,bird
2048,truck
2049,horse
2050,truck
2051,horse
2052,truck
2053,deer
2054,automobile
2055,bird
2056,bird
2057,truck
2058,dog
2059,horse
2060,airplane
2061,deer
2062,bird
2063,dog
2064,horse
2065,truck
2066,truck
2067,ship
2068,frog
2069,airplane
2070,dog
2071,bird
2072,automobile
2073,ship
2074,cat
2075,bird
2076,ship
2077,bird
2078,dog
2079,frog
2080,deer
2081,deer
2082,frog
2083,deer
2084,dog
2085,bird
2086,bird
2087,frog
2088,frog
2089,horse
2090,airplane
2091,frog
2092,ship
2093,airplane
2094,airplane
2095,dog
2096,automobile
2097,frog
2098,dog
2099,dog
2100,deer
2101,ship
2102,dog
2103,frog
2104,airplane
2105,truck
2106,ship
2107,automobile
2108,ship
2109,truck
2110,bird
2111,horse
2112,frog
2113,automobile
2114,frog
2115,ship
2116,ship
2117,ship
2118,dog
2119,frog
2120,ship
2121,bird
2122,deer
2123,automobile
2124,bird
2125,frog
2126,dog
2127,dog
2128,ship
2129,airplane
2130,automobile
2131,bird
2132,truck
2133,horse
2134,airplane
2135,deer
2136,frog
2137,frog
2138,horse
2139,dog
2140,frog
2141,frog
2142,deer
2143,dog
2144,truck
2145,horse
2146,frog
2147,deer
2148,truck
2149,horse
2150,deer
2151,bird
2152,frog
2153,truck
2154,ship
2155,ship
2156,frog
2157,frog
2158,frog
2159,dog
2160,horse
2161,frog
2162,deer
2163,horse
2164,frog
2165,dog
2166,truck
2167,automobile
2168,truck
2169,horse
2170,frog
2171,horse
2172,frog
2173,ship
2174,frog
2175,airplane
2176,airplane
2177,frog
2178,frog
2179,airplane
2180,cat
2181,dog
2182,dog
2183,airplane
2184,bird
2185,ship
2186,truck
2187,frog
2188,bird
2189,automobile
2190,truck
2191,airplane
2192,deer
2193,frog
2194,truck
2195,truck
2196,deer
2197,truck
2198,airplane
2199,airplane
2200,frog
2201,dog
2202,airplane
2203,horse
2204,deer
2205,ship
2206,ship
2207,bird
2208,truck
2209,cat
2210,cat
2211,bird
2212,truck
2213,bird
2214,horse
2215,deer
2216,ship
2217,truck
2218,airplane
2219,deer
2220,bird
2221,truck
2222,ship
2223,airplane
2224,airplane
2225,truck
2226,horse
2227,frog
2228,airplane
2229,horse
2230,frog
2231,cat
2232,deer
2233,horse
2234,dog
2235,airplane
2236,airplane
2237,truck
2238,dog
2239,dog
2240,bird
2241,deer
2242,cat
2243,ship
2244,truck
2245,airplane
2246,dog
2247,truck
2248,ship
2249,deer
2250,horse
2251,automobile
2252,frog
2253,dog
2254,dog
2255,ship
2256,truck
2257,dog
2258,ship
2259,frog
2260,frog
2261,dog
2262,ship
2263,truck
2264,airplane
2265,bird
2266,horse
2267,ship
2268,ship
2269,horse
2270,horse
2271,bird
2272,dog
2273,automobile
2274,dog
2275,truck
2276,airplane
2277,automobile
2278,cat
2279,dog
2280,deer
2281,ship
2282,frog
2283,ship
2284,deer
2285,automobile
2286,deer
2287,airplane
2288,bird
2289,truck
2290,cat
2291,ship
2292,deer
2293,bird
2294,truck
2295,horse
2296,deer
2297,deer
2298,bird
2299,horse
2300,frog
2301,ship
2302,ship
2303,deer
2304,dog
2305,airplane
2306,dog
2307,frog
2308,horse
2309,airplane
2310,bird
2311,truck
2312,truck
2313,ship
2314,truck
2315,automobile
2316,ship
2317,bird
2318,ship
2319,truck
2320,airplane
2321,automobile
2322,automobile
2323,frog
2324,ship
2325,truck
2326,deer
2327,ship
2328,horse
2329,automobile
2330,frog
2331,ship
2332,automobile
2333,frog
2334,deer
2335,dog
2336,ship
2337,bird
2338,frog
2339,airplane
2340,cat
2341,deer
2342,dog
2343,truck
2344,ship
2345,bird
2346,frog
2347,automobile
2348,frog
2349,ship
2350,bird
2351,bird
2352,frog
2353,ship
2354,frog
2355,automobile
2356,dog
2357,deer
2358,ship
2359,deer
2360,bird
2361,ship
2362,dog
2363,dog
2364,frog
2365,ship
2366,truck
2367,bird
2368,ship
2369,truck
2370,bird
2371,truck
2372,ship
2373,frog
2374,frog
2375,truck
2376,ship
2377,ship
2378,bird
2379,automobile
2380,horse
2381,truck
2382,dog
2383,truck
2384,frog
2385,ship
2386,frog
2387,frog
2388,dog
2389,bird
2390,frog
2391,automobile
2392,bird
2393,airplane
2394,ship
2395,horse
2396,deer
2397,deer
2398,frog
2399,automobile
2400,horse
2401,bird
2402,frog
2403,airplane
2404,horse
2405,horse
2406,ship
2407,airplane
2408,bird
2409,horse
2410,horse
2411,deer
2412,horse
2413,deer
2414,cat
2415,horse
2416,dog
2417,horse
2418,horse
2419,bird
2420,truck
